x	y	_x	_y
0.448079804578546	0.802509026779211	-0.0500702332632436	0.127294287232688
0.434268048292556	0.751365121842594	-0.0499888798464382	0.111743133257937
0.409502487342569	0.801143904936617	-0.0425368258492393	0.11174630184122
-0.0179446366833817	-0.474091024987844	0.00833169614894155	0.126712162000717
0.0196109559396512	-0.516254330981641	0.0110361119372936	0.149358557302876
-0.0371875256540388	-0.513424034238761	-0.00015741781868979	0.127471565558963
0.486422682764266	0.788865121842594	-0.125062560321056	0.113403157934965
0.461657121814279	0.838643904936617	-0.0330749777146566	0.187001664169007
0.27115359121084	2.41495411228092	0.000319475128604169	0.127879606278662
0.325060174540963	2.4332772853618	0.0133062701035658	0.157735532145786
0.297083649457936	2.37061891398314	-0.00600431924485128	0.150772284169837
-0.271153591210839	-2.41495411228092	-0.00718180593606003	0.134030057656294
-0.325060174540963	-2.4332772853618	0.0050870460695986	0.16176191665478
-0.297083649457936	-2.37061891398314	-0.0127646922685872	0.155562390841252
0.0715705935022088	-0.511105419369633	0.00218945865529394	0.144628307777002
0.0872657245584646	-0.461235578532476	0.00162558502949539	0.13631298604705
0.119982473150365	-0.495419676171385	0.006459854181716	0.133111893414268
0.0125560540893538	0.510963937659346	-0.00133257748110795	0.141952871231593
-0.0198959668332526	0.462605976265167	-0.0145554578050202	0.131738181666909
-0.0405360891954738	0.50528737463005	-0.00282391810841331	0.125332105389063
0.252299640742148	2.46654082442501	0.000172688801219692	0.144038712413586
0.224323115659121	2.40388245304635	0.0119630570281722	0.136244414782279
-0.252299640742148	-2.46654082442501	-0.00916636430771716	0.152501694403638
-0.224323115659121	-2.40388245304635	0.005862089944729	0.145386626426093
0.163593791224127	-0.474309118251327	0.00518223043046082	0.150129064456284
0.147898660167872	-0.524178959088483	-0.00100284032510327	0.139549885985213
0.236463498333927	1.09801786991038	-0.106838427358706	0.137218260761329
0.187225860422212	1.0756601536986	-0.0850688577803914	0.136634088049283
0.19179543753255	1.11956308433291	-0.133514404538621	0.134101178956855
-0.236472003400325	-1.09800386004753	-0.108757673977768	0.142480169194514
-0.18723436548861	-1.07564614383574	-0.0865207443970949	0.142237765103523
-0.19179543753255	-1.11956308433291	-0.136808311626149	0.139259725791519
-0.193299527443254	1.07252053547163	0.0907738443777584	0.143534625789835
-0.23943697821893	1.09261305564831	0.110131260492256	0.139142308549446
-0.195647099899406	1.1152303024101	0.136601845149488	0.141272676319295
0.193303106672684	-1.07251694414724	0.0954161939937326	0.149120569620247
0.239439616275536	-1.09261116091611	0.115548581358738	0.144732150789683
0.195649337340801	-1.11522911146211	0.142912783561614	0.146848938915541
-0.0501019190477707	0.401164711367673	0.00965299796371051	0.111742272102347
-0.0777899296171444	0.348565809236689	0.0033928796622427	0.13141757367899
-0.100676120687454	0.404330511104888	-0.0116074711804134	0.106576391837052
0.123098131958733	-0.102048160738427	0.00554283592223027	0.12303522477279
0.162970496828833	-0.0731943822803598	0.00731077112035289	0.123077664553338
0.177200661024022	-0.122786114033364	0.0128513498941771	0.129301161113559
-0.0678592141437799	-2.51440386039821	0.0108091598448727	0.160935108809053
-0.100493625756387	-2.46194238488437	-0.00545694494924343	0.167611874449309
-0.042973486438857	-2.47458954241807	0.00331396954185222	0.148047752276207
0.0678592141437781	2.51440386039821	0.0111059379460326	0.143406995004386
0.100493625756386	2.46194238488437	-0.00245987577106885	0.152000505410879
0.0429734864388555	2.47458954241807	0.00251055187028361	0.134121007303752
0.153348562365252	-0.0302259527315216	0.00494672952692721	0.126562605497223
0.207451091430541	-0.0509639060264587	-0.000513262991810582	0.136445084917846
-0.0494417725082162	-0.440812507956658	0.011766021321486	0.145405366500315
0.0073567090854739	-0.443642804699537	-0.00695989432628988	0.131172482255492
-0.117176761283421	-2.27478621331856	0.0152461086889737	0.175044771504238
-0.0612842531747528	-2.28846797362845	0.0147438439400973	0.149972239242011
-0.0827998956312127	-2.3286041853542	0.0282147958322984	0.155965641787885
0.117176761283421	2.27478621331856	0.0157279183515316	0.165527292936057
0.0612842531747503	2.28846797362845	0.0140943573168651	0.141719806952037
0.0827998956312114	2.3286041853542	0.0274375468432038	0.146445128694309
0.110792510516197	-2.07728844737666	-0.0724194484500519	0.186692024557596
0.0887063164043776	-2.12074253283817	-0.0301454728534217	0.163469816834798
0.0541965775952616	-2.10318897643693	-0.0167497931277931	0.187139051145687
-0.110792510516197	2.07728844737666	-0.0705023157451059	0.179340934812762
-0.0887063164043787	2.12074253283817	-0.0298316380401172	0.156917702115954
-0.0541965775952628	2.10318897643693	-0.0167901230579637	0.179864264813182
-0.272198343215862	0.352556973716497	0.00222011579108707	0.113515540636677
-0.32801381018332	0.355457944902011	0.00935754964347447	0.129612624931441
-0.286677314714757	0.402483498999008	0.00311142372613506	0.124029308050069
-0.221651447744506	0.355174252972683	0.0067304360868188	0.135050672573148
-0.262987943213069	0.308148698875685	-0.00351142398558624	0.121105357554606
0.0944294759582072	2.1324925053175	0.0135726138619058	0.163263616549561
0.109388492932538	2.17086988242074	0.0263512183135466	0.156039836923664
0.146747278304818	2.13479521679308	0.0311673522693321	0.1811713572506
-0.0944294759582087	-2.1324925053175	0.0138410069602416	0.170469553627004
-0.109388492932539	-2.17086988242073	0.0269625888434703	0.163244074732543
-0.146747278304818	-2.13479521679308	0.0317318204618239	0.189078136201033
0.262891255911343	-2.30395126131929	0.00217697770859317	0.14758722292018
0.205425908982639	-2.33354198784251	-0.00535970755250967	0.168446981698778
0.220548869123126	-2.27521701423192	-0.0146071670123139	0.150546153314321
-0.262891255911343	2.30395126131929	-0.0019238211326308	0.143014299840393
-0.205425908982639	2.33354198784252	-0.00952189210552416	0.161142984747176
-0.220548869123125	2.27521701423192	-0.0172455648484826	0.144683225837245
0.36711217659479	0.772481684471589	-0.0285074456018797	0.131243358009461
0.38092393288078	0.823625589408207	-0.0394675789259901	0.134406508776075
0.112948530238354	0.603906424596401	-0.0161244639367585	0.130183517221818
0.0650936842638316	0.595049421099263	-0.00641883231493809	0.136147050148743
0.0764847548467207	0.645467248411503	0.000598928597608742	0.146251819220054
-0.0394666485934456	0.43696869790083	0.0126644144550086	0.138663726510251
-0.0165804575231362	0.381203996032631	-0.0110985476653521	0.132387583019227
-0.0173114321952262	0.0241342828835473	0.0105856488286688	0.122389170941356
0.0193774977656033	-0.0172073142186946	0.0137396449672636	0.141288873795903
-0.0374375801383682	-0.0152235880759556	0.00225712757764199	0.124789642348098
0.14230604316225	-2.13629078561323	-0.019547441779278	0.18905463741616
0.0857101102413155	-2.1621913146735	-0.0148317936225771	0.165792909370978
-0.14230604316225	2.13629078561323	-0.0201039503060829	0.181608288225253
-0.0857101102413162	2.1621913146735	-0.0155628192284503	0.158920837676316
0.281805874164047	1.2114358872536	-0.121283839027031	0.024638858781151
0.279822411886381	1.15739628752594	-0.130470005562527	0.0720778255001096
0.243016537721931	1.19596040027235	-0.156402775554673	0.0672276033679412
-0.281807138450755	-1.21143896598264	-0.124132119101457	0.025525915688761
-0.279823676173088	-1.15739936625499	-0.133151000809139	0.0746896063440849
-0.243016537721931	-1.19596040027235	-0.160383963599018	0.0697179745252217
-0.280064097002886	1.15468256282507	0.130469296791687	0.067069804822465
-0.281671821665544	1.21202115153168	0.121299311534014	0.0248082896007541
-0.243392275337741	1.19266141129339	0.151401463483695	0.0678910724754007
0.28006513946586	-1.1546836313479	0.136487529356033	0.0698125509720668
0.281672215994233	-1.21202196723241	0.126792860718792	0.0258369111484975
0.243392923472026	-1.19266166411549	0.158170019833117	0.0705977015799253
-0.0712424025833305	-0.38816579168708	0.00780683667236482	0.122772021267895
-0.0965437483521862	-0.418614011975386	0.00851303624812217	0.100328493063362
0.0467366956912988	0.553566966654195	-0.000351871786656695	0.135896936871558
0.0102729202996653	0.595127790469297	-0.00464104028172384	0.139443409991934
-0.0665312011077516	-0.208494934630989	-0.00437586261085724	0.121464786308706
-0.0188586679605808	-0.210025411243985	0.00217592470097756	0.131632447906861
-0.0544673316374262	-0.257723197682624	0.00587287425148048	0.130474355785064
0.0335533895679083	1.11362667550549	-0.0691026640302407	0.358482638528042
0.0332619021894941	1.0666132673732	-0.0327465896563541	0.2838901809786
0.00166124757094292	1.09126874490813	-0.00174646013364053	0.272320651627605
-0.0335522509443972	-1.11362628398799	-0.0702176391847715	0.371911538666185
-0.033261081863687	-1.06661277685548	-0.0325227005395831	0.294762280765979
-0.00165986238341096	-1.0912673707085	-0.000507822505607047	0.282654084977122
-1.46250000000021	0.752083333333421	0.0879608779578446	0.00277618655457991
-1.46250000000021	0.714583333333519	0.0714869042356295	-0.00835363957442962
-1.5	0.712499999999902	0.0817015096021327	-0.0280340251350528
1.46250000000021	0.747916666666579	-0.0892574463496173	-0.00281710762095305
1.46250000000021	0.785416666666481	-0.0725406424508464	0.00847677499206124
1.5	0.787500000000098	-0.0829058137359877	0.0284472556115822
-1.46250000000021	-0.747916666666586	-0.10975731855185	-0.00346411641320682
